train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
0.3863939807835559,0.1766780377343368,0.6976669856789505,0.7555889091427728,0.6463034530633457,0.7179752827897012
0.144522153873293,0.1231042242176723,0.7699353877627411,0.7863073633499084,0.7317820736201156,0.7528256865614038
0.1124479356988203,0.0939433001979971,0.8118456146604907,0.8294763034549812,0.7752958994461212,0.7959595049651941
0.0879717391426828,0.0733439005871245,0.8388396621925915,0.8518346805983379,0.8048233233524482,0.8191672276110757
0.0732970613047685,0.0648661867991695,0.8540651419082274,0.8615995938053185,0.8211149893297464,0.8309278791802883
0.0651149573278313,0.0581177754292006,0.8628708445206216,0.8564674597460891,0.8305310462382263,0.8255749829127597
0.0575254438695777,0.0541765200704977,0.8690699022910291,0.8762309331540453,0.8383752570070213,0.8475529450564341
0.0497686194795457,0.0506829090380782,0.8802979874928272,0.8791335603776708,0.8513667187293129,0.8513661740326564
0.0462585036692453,0.0488074032732388,0.8843049291110427,0.8811189403813994,0.8562077241553083,0.8531710664672398
0.0474791700880972,0.0609431433019063,0.8824801703337478,0.8695547220174765,0.8536633682308628,0.8399264108528368
0.0543506338870245,0.0519243787247776,0.8744757611849022,0.8754558637300177,0.8446160338505161,0.8468811676435983
0.0458667593735606,0.0466662993093141,0.8833545457256294,0.8859483518838889,0.8550925687782923,0.8584580404656929
0.0427523095022501,0.0438769984495732,0.8876874078871919,0.8833546327589681,0.8602580736520679,0.8579367008326331
0.0395478364264114,0.0440661218886277,0.8939965796584098,0.8841686674288032,0.867748737365357,0.8588499954230587
0.0410837000653923,0.0431011256240486,0.8915576506978877,0.8845881364053046,0.8652080884390025,0.8594645630157284
0.0370896563088863,0.045204177176865,0.895311168924717,0.8801414138454593,0.8700437515388062,0.8541492186274614
0.0378159538450924,0.0368983057198342,0.8931724371193148,0.8937033609034897,0.8675837602643218,0.8696934370889038
0.0356704408535873,0.0358864525934618,0.896389145888563,0.8955519674006363,0.8717140429905378,0.8713652091378213
0.0418865553015326,0.0436152477189452,0.8876667197668512,0.8834129118257633,0.8614392435461043,0.8578880189949415
0.034703343781185,0.037115440680534,0.8970286631220619,0.8930101783211833,0.8723300431463732,0.8682767301267874
0.0330499001583034,0.0379921113782557,0.9002449872940741,0.8951143235441007,0.8759818176691835,0.8707731143428622
0.0305928403256937,0.0349600605096258,0.9045234637424012,0.8987343477696991,0.8810802622329507,0.8747435956123516
0.0289254956106799,0.0326661648202028,0.9057348368050858,0.9013683449360004,0.8827139958777477,0.8784983190283949
0.0276271759675629,0.0311425618702572,0.908727924005518,0.90306662270379,0.8857208358588351,0.8804201367454121
0.0296346056174747,0.0438867703383191,0.9111756885851052,0.8969467925042862,0.8870701136117721,0.8667887675729213
0.038790757012097,0.0381959083102394,0.8967328250773193,0.89826109778388,0.8698387508055612,0.8716748038788612
0.0266601870408842,0.0305876932697343,0.918001394250627,0.9116424770739876,0.8936879606131305,0.8876129848730895
0.0267902243849534,0.0306839143921973,0.9185008517714142,0.924430351029222,0.8940442328614598,0.8989181714788783
0.0299061520436454,0.0303866682511767,0.9168581700601982,0.9198117172072544,0.8910085809676513,0.8930866425073889
0.0260909382484625,0.0282671943877302,0.9262661292031138,0.926550053766294,0.9010600764953424,0.9003230388140969
0.0257813847821065,0.0310727108145159,0.924817290652356,0.9248723897513808,0.8997181945937706,0.898982215943695
0.0257872324102496,0.0337789433319834,0.928410932155457,0.9162682978093596,0.9033886714280996,0.8889108876661319
0.0275577218452928,0.027576266576282,0.9262263250735744,0.9292483221625024,0.9006343697317382,0.903936183877574
0.025045879771526,0.0297641440102753,0.9293816569724151,0.9192483221625024,0.9050613275723984,0.902734183877574
0.0274200004189404,0.0337294938341317,0.9220757557961292,0.9282748249421156,0.8960988982815847,0.9015892875612846
0.0233033468184924,0.0299117317374207,0.9327269561863272,0.9318354716494376,0.9086659433521128,0.9062001007153128
0.0213374019392004,0.0256709402714495,0.937852669615272,0.9354107479903714,0.914601985272794,0.9111708819251444
0.0206431251474589,0.0245061809660501,0.9408107452967552,0.9398045783384834,0.9179945313153748,0.916663636764624
0.0199767801306477,0.0246033850137108,0.9416937141852176,0.9390034019729072,0.9193086727110468,0.9153542523254138
0.020128031214727,0.0260253132456851,0.9415875494900794,0.9411030762575452,0.9188820458373532,0.917422796539285
0.0212911892331744,0.025834703689851,0.9400441534526582,0.9332711160541742,0.9169053523025044,0.9081761245844882
0.0216487114452035,0.0252923385683518,0.93825119758007,0.938308481429696,0.9146413949982648,0.9150752719985716
0.0212110885135263,0.0398783959062885,0.9386105492789508,0.92029036884761,0.9151931384689438,0.8933685680326588
0.0240078130686786,0.0266926095745209,0.9325474118738768,0.9360915547483925,0.9081887498456832,0.9123514041338376
0.0194784908938343,0.0247443371717528,0.9440863780077569,0.9403501812784736,0.9219238036374352,0.91629017694688
0.0186853853802858,0.0227923947442144,0.9454988162872294,0.9451026951887316,0.9238990197362396,0.9222483546374888
0.0178629798839177,0.0230334553551196,0.9495659737279866,0.947233373015777,0.9284982320760032,0.9243590803312206
