train_loss,val_loss,train_dice,val_dice,train_jaccard,val_jaccard
0.0182048541383359,0.0247665569442435,0.950852836694015,0.9448235072870272,0.9292864030169076,0.9208094343581688
0.0181708602262031,0.0254602423361079,0.9523258332632772,0.9483260618092508,0.9305118356583468,0.9248741666364728
0.0176690821951106,0.0235240983121703,0.9545725281058628,0.9500875657560688,0.9327362848326588,0.926935179737894
0.0188868468064973,0.0238551315996332,0.9519587417951212,0.9459223219058112,0.9298133559880308,0.9219801121968229
0.0226116312687513,0.0252835704347911,0.941154531752743,0.9441663326546946,0.9176641824078956,0.9196154458883058
0.0179730595740473,0.022279558236528,0.9528770216962176,0.9517471986632928,0.931099987157422,0.9294774869114452
0.0182509214903229,0.0336138593895209,0.9518797440486252,0.9304925064446532,0.93004225093753,0.9058455019740262
0.0191106575227413,0.0219140340870415,0.9493959640528192,0.953274436499562,0.9267225811943886,0.9307060473631588
0.0163852223172841,0.0217675955567295,0.95767245657969,0.9555323154551318,0.9368716488024268,0.9329485103896604
0.0157532341856863,0.0215973208812132,0.959954353918934,0.9566426001334152,0.9394927039012236,0.9343828235244122
0.0154918643079122,0.020999677979463,0.961560302663417,0.9583588893324828,0.9415133129450072,0.9366722783852
0.0163965771478594,0.0221879863576812,0.961007593788814,0.9541841133515364,0.940216466699015,0.9310800581533336
0.0170782689107687,0.0211837261104198,0.9585362896497028,0.956542608300968,0.9370992197960872,0.9346819363034676
0.015783055743703,0.0223259011252324,0.9618922222790538,0.9573773569575108,0.9414556784663182,0.9355806350422154
0.0156460304720575,0.02064340073241,0.9621344349129564,0.9577672578724572,0.9418636644452156,0.9365315238550672
0.0152571018621379,0.0199578306370339,0.9639860738031536,0.9588506175008128,0.9440815220017128,0.937511868403092
0.0156042405138297,0.0215134425835158,0.9627551313681711,0.9580314037780966,0.9428094741119124,0.9353708745341746
0.015661211842632,0.0199412902768113,0.963279605523208,0.9583732501997672,0.94320317241767,0.936992171011678
0.0197407018609527,0.023469358110025,0.9525761887104638,0.947881356375216,0.930740769977976,0.923100437128174
0.0234816093886753,0.0231495965506132,0.9421515845480268,0.9463877598572956,0.9183223645688278,0.9227972191680232
0.0178759576382705,0.0198005336408088,0.9554857952882032,0.9583879406120872,0.9337926772480584,0.9366389522765288
0.016258607704063,0.0250641094937332,0.9601309493537088,0.9546158775236528,0.939366671385822,0.932133254895432
0.0152473825652582,0.0208747435581723,0.9623377408047304,0.9603075486350402,0.9424023100252816,0.9392545099700288
0.0165501514676554,0.0236078992699892,0.9617783338763258,0.9577378802314924,0.941641637045858,0.9362640178712328
0.0155782872615331,0.0193285189460936,0.9632973667976804,0.962550422865774,0.9433799818798776,0.9417494421153384
0.014905902642906,0.0202506002257065,0.96472643812911,0.960644600875641,0.9452703502320642,0.9400312366680412
0.0140857048519958,0.0194376827012658,0.9679880633649056,0.9612603797229744,0.9492507380421814,0.9404268881432664
0.0154248760678186,0.0195373411504239,0.9656591718606292,0.9618736172131274,0.9463039036494504,0.9409213438685377
0.0209928937381738,0.0295938937381738,0.9518821103563064,0.9405821103563063,0.929840380859195,0.9062326440291838
0.0209368840428453,0.0230776366419002,0.9437133038415588,0.9512528411474472,0.9201693657282692,0.9280454308369092
0.0170564627888507,0.0220208928439071,0.9556152001232096,0.9540518739344512,0.9339289340461536,0.9315520214564558
0.0167997738236103,0.0205042445553136,0.9594262593449372,0.9570021299269014,0.9385569386198592,0.9351875630634836
0.0155169707759189,0.0204914415379959,0.9613953063171164,0.9582499063261763,0.9413609129014556,0.936873595176716
0.0145067455398084,0.0198339750783063,0.9639006790469064,0.9605872002216982,0.9443412899057736,0.939880946202476
0.0138828349252354,0.0191853146333889,0.9674220785231912,0.9614840006693948,0.9487161888001991,0.9413069422686858
0.0134677091175339,0.0191459111071695,0.96830250134608,0.9621032381850764,0.9500033620421618,0.9420537436322308
0.0132291583053963,0.018379082404184,0.9696211093203506,0.9636599616493198,0.9516945919251072,0.9439474857138084
0.0127496687892683,0.0189353779680207,0.9698816053343128,0.9637432489324972,0.9523342114885026,0.9440711113017788
0.0125733350845581,0.018515494581909,0.9704567490896276,0.9632776838836858,0.9531670646996384,0.9438165706570688
0.0125701321620005,0.0183697240739062,0.970525710075726,0.9655184918865116,0.9533759684054188,0.9461080330463472
0.0125228216866603,0.0190206667203367,0.9702347773266228,0.963793513978435,0.9532628628902996,0.9439033928837112
0.0121262158871361,0.0186761390667355,0.9714222807791776,0.9659748647356796,0.9544751961206926,0.9468599132661548
0.0119423169766974,0.0182850867471965,0.971335288010775,0.9659957741950094,0.9546356530612856,0.9466005166253856
0.012006685404438,0.0176808201634374,0.9710556779785045,0.966593769568524,0.954368111080672,0.9472628655991324
0.011830706518859,0.018005461248226,0.97175021197751,0.9673241384120036,0.955198099597442,0.948107704775386
0.0117999926119717,0.0182358482997401,0.9725565550502246,0.9667376562500668,0.9560627792440572,0.9474086340905868
0.0117472429876285,0.0179421399980694,0.972479286698014,0.9668040110469772,0.9560180809972192,0.947467710822066
0.0115077611706027,0.0175693778657581,0.9725621088528617,0.9674598870048104,0.956262636376783,0.948641476375364
0.011447040553086,0.018125233063296,0.9728514679985252,0.9676647939673388,0.9565576349861068,0.9488019512194944
0.0115058505071638,0.0174310507183743,0.9730355131195896,0.9679237480712246,0.9568069661387546,0.9491729786371688
0.0114337214840579,0.0175043343461639,0.9738167998892472,0.9684380994694692,0.9577387582694968,0.9496036645549244
0.0113387987039089,0.0169625674557101,0.9731832653919852,0.9681320477443128,0.9571907388156032,0.9493685968422064
0.0112335647674826,0.0176444261582149,0.9745264478801692,0.968592445715988,0.958676551361342,0.949939856844634
0.04945189974597922,0.02968256133407996,0.8885213973394144,0.9051888324618268,0.8617888213581438,0.8838855450393065
